month,day,year,Station,Site,Bay,species,CPUE
7,17,2021,310,Fal-2,Falmouth,whitespotted greenling,2
7,17,2021,311,Fal-3,Falmouth,capelin,2723
7,17,2021,311,Fal-3,Falmouth,Pacific sandlance,10
7,17,2021,311,Fal-3,Falmouth,rock greenling,21
7,17,2021,311,Fal-3,Falmouth,great sculpin,1
7,17,2021,311,Fal-3,Falmouth,masked greenling,4
7,17,2021,311,Fal-3,Falmouth,northern rock sole,1
7,17,2021,311,Fal-3,Falmouth,Pacific sandfish,3
7,17,2021,311,Fal-3,Falmouth,whitespotted greenling,1
7,17,2021,312,Fal-4,Falmouth,kelp greenling,2
7,17,2021,312,Fal-4,Falmouth,northern rock sole,1
7,17,2021,312,Fal-4,Falmouth,capelin,3141
7,17,2021,312,Fal-4,Falmouth,Pacific herring,46
7,17,2021,312,Fal-4,Falmouth,rock greenling,2
7,17,2021,312,Fal-4,Falmouth,tubenose poacher,1
7,17,2021,313,Fal-5,Falmouth,kelp greenling,5
7,17,2021,313,Fal-5,Falmouth,masked greenling,2
7,17,2021,313,Fal-5,Falmouth,Pacific cod,5
7,17,2021,314,Fal-1,Falmouth,kelp greenling,5
7,17,2021,314,Fal-1,Falmouth,masked greenling,3
7,17,2021,314,Fal-1,Falmouth,Pacific cod,2
7,21,2021,315,Sand-2,Sand Point,crescent gunnel,3
7,21,2021,315,Sand-2,Sand Point,great sculpin,1
7,21,2021,315,Sand-2,Sand Point,kelp greenling,1
7,21,2021,315,Sand-2,Sand Point,masked greenling,1
7,21,2021,315,Sand-2,Sand Point,penpoint gunnel,1
7,21,2021,315,Sand-2,Sand Point,rock greenling,2
7,21,2021,315,Sand-2,Sand Point,silverspotted sculpin,1
7,21,2021,316,Sand-3,Sand Point,English sole,2
7,21,2021,316,Sand-3,Sand Point,great sculpin,2
7,21,2021,316,Sand-3,Sand Point,northern rock sole,34
7,21,2021,316,Sand-3,Sand Point,Pacific cod,12
7,21,2021,316,Sand-3,Sand Point,Pacific sandlance,3
7,21,2021,316,Sand-3,Sand Point,Pacific staghorn sculpin,5
7,21,2021,316,Sand-3,Sand Point,red irish lord,1
7,21,2021,316,Sand-3,Sand Point,rock greenling,4
7,21,2021,316,Sand-3,Sand Point,whitespotted greenling,1
7,24,2021,317,Sanak-1,Caton Harbor,northern rock sole,1
7,24,2021,317,Sanak-1,Caton Harbor,tubenose poacher,1
7,24,2021,318,Sanak-2,Caton Harbor,crescent gunnel,2
7,24,2021,318,Sanak-2,Caton Harbor,masked greenling,2
7,24,2021,318,Sanak-2,Caton Harbor,northern rock sole,3
7,24,2021,318,Sanak-2,Caton Harbor,Pacific sandlance,83
7,24,2021,318,Sanak-2,Caton Harbor,Pacific sandlance,4
7,24,2021,318,Sanak-2,Caton Harbor,Pacific staghorn sculpin,1
7,24,2021,318,Sanak-2,Caton Harbor,penpoint gunnel,1
7,24,2021,318,Sanak-2,Caton Harbor,silverspotted sculpin,5
7,24,2021,318,Sanak-2,Caton Harbor,starry flounder,1
7,24,2021,318,Sanak-2,Caton Harbor,tubenose poacher,3
7,24,2021,319,Sanak-3,Caton Harbor,rock greenling,1
7,24,2021,320,Sanak-4,NE Harbor,great sculpin,1
7,24,2021,321,Sanak-5,NE Harbor,buffalo sculpin,1
7,24,2021,321,Sanak-5,NE Harbor,dolly varden,125
7,24,2021,321,Sanak-5,NE Harbor,red salmon,7
7,28,2021,322,Rod-1,Rodmans Reach,crescent gunnel,6
7,28,2021,322,Rod-1,Rodmans Reach,great sculpin,5
7,28,2021,322,Rod-1,Rodmans Reach,masked greenling,1
7,28,2021,322,Rod-1,Rodmans Reach,Pacific cod,33
7,28,2021,322,Rod-1,Rodmans Reach,Pacific sandlance,135
7,28,2021,322,Rod-1,Rodmans Reach,pink salmon,47
7,28,2021,322,Rod-1,Rodmans Reach,silverspotted sculpin,2
7,28,2021,322,Rod-1,Rodmans Reach,tubenose poacher,2
7,28,2021,322,Rod-1,Rodmans Reach,whitespotted greenling,7
7,28,2021,323,Rod-3,Rodmans Reach,silverspotted sculpin,2
7,28,2021,323,Rod-3,Rodmans Reach,tubenose poacher,2
7,28,2021,324,Rod-5,Rodmans Reach,chum salmon,1
7,28,2021,324,Rod-5,Rodmans Reach,crescent gunnel,1
7,28,2021,324,Rod-5,Rodmans Reach,great sculpin,2
7,28,2021,324,Rod-5,Rodmans Reach,Pacific staghorn sculpin,2
7,28,2021,324,Rod-5,Rodmans Reach,whitespotted greenling,2
7,28,2021,325,Rod-6,Rodmans Reach,crescent gunnel,9
7,28,2021,325,Rod-6,Rodmans Reach,masked greenling,2
7,28,2021,325,Rod-6,Rodmans Reach,Pacific cod,1
7,28,2021,325,Rod-6,Rodmans Reach,silverspotted sculpin,1
7,28,2021,325,Rod-6,Rodmans Reach,snake prickleback,2
7,28,2021,325,Rod-6,Rodmans Reach,tubenose poacher,5
7,28,2021,326,Rod-4,Rodmans Reach,crescent gunnel,1
7,28,2021,326,Rod-4,Rodmans Reach,Pacific cod,35
7,28,2021,326,Rod-4,Rodmans Reach,Pacific sandlance,43
7,28,2021,326,Rod-4,Rodmans Reach,pink salmon,17
7,28,2021,326,Rod-4,Rodmans Reach,walleye pollock,1
7,28,2021,326,Rod-4,Rodmans Reach,whitespotted greenling,1
7,28,2021,327,Rod-2,Rodmans Reach,capelin,2
7,28,2021,327,Rod-2,Rodmans Reach,chum salmon,1
7,28,2021,327,Rod-2,Rodmans Reach,copper rockfish,1
7,28,2021,327,Rod-2,Rodmans Reach,crescent gunnel,1
7,28,2021,327,Rod-2,Rodmans Reach,great sculpin,1
7,28,2021,327,Rod-2,Rodmans Reach,kelp greenling,1
7,28,2021,327,Rod-2,Rodmans Reach,masked greenling,2
7,28,2021,327,Rod-2,Rodmans Reach,Pacific cod,107
7,28,2021,327,Rod-2,Rodmans Reach,Pacific herring,356
7,28,2021,327,Rod-2,Rodmans Reach,pink salmon,55
7,28,2021,327,Rod-2,Rodmans Reach,rock greenling,2
7,28,2021,327,Rod-2,Rodmans Reach,sand sole,1
7,28,2021,327,Rod-2,Rodmans Reach,silverspotted sculpin,1
7,28,2021,327,Rod-2,Rodmans Reach,snake prickleback,128
7,28,2021,327,Rod-2,Rodmans Reach,whitespotted greenling,30
7,31,2021,328,Jap-1,Japanese Bay,copper rockfish,1
7,31,2021,328,Jap-1,Japanese Bay,crescent gunnel,5
7,31,2021,328,Jap-1,Japanese Bay,kelp greenling,2
7,31,2021,328,Jap-1,Japanese Bay,masked greenling,16
7,31,2021,328,Jap-1,Japanese Bay,Pacific cod,2
7,31,2021,328,Jap-1,Japanese Bay,red irish lord,5
7,31,2021,328,Jap-1,Japanese Bay,rock greenling,21
7,31,2021,328,Jap-1,Japanese Bay,snake prickleback,1
7,31,2021,328,Jap-1,Japanese Bay,whitespotted greenling,49
7,31,2021,329,Jap-6,Japanese Bay,copper rockfish,3
7,31,2021,329,Jap-6,Japanese Bay,crescent gunnel,2
7,31,2021,329,Jap-6,Japanese Bay,kelp greenling,3
7,31,2021,329,Jap-6,Japanese Bay,masked greenling,1
7,31,2021,329,Jap-6,Japanese Bay,Pacific sandlance,1
7,31,2021,329,Jap-6,Japanese Bay,rock greenling,5
7,31,2021,329,Jap-6,Japanese Bay,whitespotted greenling,7
7,31,2021,330,Jap-2,Japanese Bay,copper rockfish,6
7,31,2021,330,Jap-2,Japanese Bay,kelp greenling,11
7,31,2021,330,Jap-2,Japanese Bay,masked greenling,7
7,31,2021,330,Jap-2,Japanese Bay,northern rock sole,1
7,31,2021,330,Jap-2,Japanese Bay,Pacific cod,2
7,31,2021,330,Jap-2,Japanese Bay,red irish lord,1
7,31,2021,330,Jap-2,Japanese Bay,rock greenling,8
7,31,2021,330,Jap-2,Japanese Bay,whitespotted greenling,17
7,31,2021,331,Jap-7,Japanese Bay,black rockfish,3
7,31,2021,331,Jap-7,Japanese Bay,copper rockfish,14
7,31,2021,331,Jap-7,Japanese Bay,crescent gunnel,4
7,31,2021,331,Jap-7,Japanese Bay,great sculpin,1
7,31,2021,331,Jap-7,Japanese Bay,kelp greenling,12
7,31,2021,331,Jap-7,Japanese Bay,masked greenling,5
7,31,2021,331,Jap-7,Japanese Bay,Pacific cod,5
7,31,2021,331,Jap-7,Japanese Bay,rock greenling,7
7,31,2021,331,Jap-7,Japanese Bay,saffron cod,1
7,31,2021,331,Jap-7,Japanese Bay,silverspotted sculpin,1
7,31,2021,331,Jap-7,Japanese Bay,whitespotted greenling,5
7,31,2021,332,Jap-3,Japanese Bay,great sculpin,2
7,31,2021,332,Jap-3,Japanese Bay,kelp greenling,16
7,31,2021,332,Jap-3,Japanese Bay,masked greenling,6
7,31,2021,332,Jap-3,Japanese Bay,northern rock sole,2
7,31,2021,332,Jap-3,Japanese Bay,rock greenling,15
7,31,2021,332,Jap-3,Japanese Bay,starry flounder,1
7,31,2021,332,Jap-3,Japanese Bay,whitespotted greenling,6
7,31,2021,333,Jap-5,Japanese Bay,coho salmon,4
7,31,2021,333,Jap-5,Japanese Bay,copper rockfish,5
7,31,2021,333,Jap-5,Japanese Bay,crescent gunnel,21
7,31,2021,333,Jap-5,Japanese Bay,English sole,2
7,31,2021,333,Jap-5,Japanese Bay,great sculpin,4
7,31,2021,333,Jap-5,Japanese Bay,kelp greenling,1
7,31,2021,333,Jap-5,Japanese Bay,masked greenling,11
7,31,2021,333,Jap-5,Japanese Bay,Pacific cod,11
7,31,2021,333,Jap-5,Japanese Bay,pink salmon,1
7,31,2021,333,Jap-5,Japanese Bay,rock greenling,17
7,31,2021,333,Jap-5,Japanese Bay,saffron cod,9
7,31,2021,333,Jap-5,Japanese Bay,snake prickleback,9
7,31,2021,333,Jap-5,Japanese Bay,whitespotted greenling,35
7,31,2021,334,Jap-4,Japanese Bay,great sculpin,5
7,31,2021,334,Jap-4,Japanese Bay,kelp greenling,5
7,31,2021,334,Jap-4,Japanese Bay,rock greenling,6
7,31,2021,334,Jap-4,Japanese Bay,whitespotted greenling,22
8,4,2021,335,Kai-1,Kaiugnak Bay,great sculpin,4
8,4,2021,335,Kai-1,Kaiugnak Bay,kelp greenling,1
8,4,2021,335,Kai-1,Kaiugnak Bay,masked greenling,2
8,4,2021,335,Kai-1,Kaiugnak Bay,Pacific cod,68
8,4,2021,335,Kai-1,Kaiugnak Bay,Pacific sandlance,190
8,4,2021,335,Kai-1,Kaiugnak Bay,Pacific staghorn sculpin,2
8,4,2021,335,Kai-1,Kaiugnak Bay,saffron cod,1
8,4,2021,335,Kai-1,Kaiugnak Bay,snake prickleback,16
8,4,2021,335,Kai-1,Kaiugnak Bay,walleye pollock,1
8,4,2021,335,Kai-1,Kaiugnak Bay,whitespotted greenling,8
8,4,2021,336,Kai-2,Kaiugnak Bay,copper rockfish,1
8,4,2021,336,Kai-2,Kaiugnak Bay,kelp greenling,2
8,4,2021,336,Kai-2,Kaiugnak Bay,Pacific sandlance,1
8,4,2021,336,Kai-2,Kaiugnak Bay,Pacific staghorn sculpin,1
8,4,2021,337,Kai-3,Kaiugnak Bay,black rockfish,1
8,4,2021,337,Kai-3,Kaiugnak Bay,buffalo sculpin,2
8,4,2021,337,Kai-3,Kaiugnak Bay,copper rockfish,4
8,4,2021,337,Kai-3,Kaiugnak Bay,crescent gunnel,3
8,4,2021,337,Kai-3,Kaiugnak Bay,English sole,1
8,4,2021,337,Kai-3,Kaiugnak Bay,great sculpin,7
8,4,2021,337,Kai-3,Kaiugnak Bay,masked greenling,4
8,4,2021,337,Kai-3,Kaiugnak Bay,Pacific cod,268
8,4,2021,337,Kai-3,Kaiugnak Bay,Pacific sandlance,1040
8,4,2021,337,Kai-3,Kaiugnak Bay,Pacific staghorn sculpin,1
8,4,2021,337,Kai-3,Kaiugnak Bay,red irish lord,2
8,4,2021,337,Kai-3,Kaiugnak Bay,rock greenling,9
8,4,2021,337,Kai-3,Kaiugnak Bay,saffron cod,1
8,4,2021,337,Kai-3,Kaiugnak Bay,snake prickleback,1
8,4,2021,337,Kai-3,Kaiugnak Bay,walleye pollock,1
8,4,2021,337,Kai-3,Kaiugnak Bay,whitespotted greenling,5
8,4,2021,338,Kai-6,Kaiugnak Bay,buffalo sculpin,1
8,4,2021,338,Kai-6,Kaiugnak Bay,crescent gunnel,1
8,4,2021,338,Kai-6,Kaiugnak Bay,English sole,1
8,4,2021,338,Kai-6,Kaiugnak Bay,great sculpin,12
8,4,2021,338,Kai-6,Kaiugnak Bay,kelp greenling,4
8,4,2021,338,Kai-6,Kaiugnak Bay,masked greenling,8
8,4,2021,338,Kai-6,Kaiugnak Bay,Pacific cod,1
8,4,2021,338,Kai-6,Kaiugnak Bay,Pacific sandlance,4137
8,4,2021,338,Kai-6,Kaiugnak Bay,rock greenling,1
8,4,2021,338,Kai-6,Kaiugnak Bay,whitespotted greenling,5
8,4,2021,339,Kai-7,Kaiugnak Bay,copper rockfish,1
8,4,2021,339,Kai-7,Kaiugnak Bay,Pacific cod,3
8,4,2021,339,Kai-7,Kaiugnak Bay,Pacific sandlance,647
8,4,2021,339,Kai-7,Kaiugnak Bay,whitespotted greenling,1
8,4,2021,340,Kai-4,Kaiugnak Bay,great sculpin,1
8,4,2021,340,Kai-4,Kaiugnak Bay,kelp greenling,2
8,4,2021,340,Kai-4,Kaiugnak Bay,masked greenling,2
8,4,2021,340,Kai-4,Kaiugnak Bay,rock greenling,1
8,6,2021,341,Ugak-7,Ugak,capelin,7
8,6,2021,341,Ugak-7,Ugak,coho salmon,1
8,6,2021,341,Ugak-7,Ugak,crescent gunnel,7
8,6,2021,341,Ugak-7,Ugak,great sculpin,3
8,6,2021,341,Ugak-7,Ugak,kelp greenling,3
8,6,2021,341,Ugak-7,Ugak,northern rock sole,1
8,6,2021,341,Ugak-7,Ugak,Pacific cod,15
8,6,2021,341,Ugak-7,Ugak,rock greenling,1
8,6,2021,341,Ugak-7,Ugak,saffron cod,9
8,6,2021,341,Ugak-7,Ugak,tubenose poacher,1
8,6,2021,341,Ugak-7,Ugak,whitespotted greenling,6
8,6,2021,342,Ugak-2,Ugak,great sculpin,1
8,6,2021,342,Ugak-2,Ugak,Pacific herring,170
8,6,2021,343,Ugak-3,Ugak,great sculpin,1
8,6,2021,343,Ugak-3,Ugak,Pacific cod,237
8,6,2021,343,Ugak-3,Ugak,Pacific herring,2
8,6,2021,343,Ugak-3,Ugak,Pacific sandlance,1
8,6,2021,343,Ugak-3,Ugak,walleye pollock,45
8,6,2021,343,Ugak-3,Ugak,whitespotted greenling,1
8,6,2021,344,Ugak-4,Ugak,great sculpin,1
8,6,2021,344,Ugak-4,Ugak,Pacific cod,46
8,6,2021,344,Ugak-4,Ugak,Pacific sandlance,60
8,6,2021,344,Ugak-4,Ugak,walleye pollock,5
8,6,2021,345,Ugak-8,Ugak,kelp greenling,1
8,6,2021,345,Ugak-8,Ugak,Pacific cod,10
8,6,2021,345,Ugak-8,Ugak,starry flounder,1
8,6,2021,345,Ugak-8,Ugak,whitespotted greenling,2
8,6,2021,346,Ugak-6,Ugak,Pacific cod,15
8,6,2021,346,Ugak-6,Ugak,rock greenling,5
8,6,2021,346,Ugak-6,Ugak,starry flounder,3
8,6,2021,346,Ugak-6,Ugak,walleye pollock,2
8,6,2021,346,Ugak-6,Ugak,whitespotted greenling,9
8,6,2021,347,Ugak-5,Ugak,capelin,4
8,6,2021,347,Ugak-5,Ugak,coho salmon,45
8,6,2021,347,Ugak-5,Ugak,crescent gunnel,57
8,6,2021,347,Ugak-5,Ugak,great sculpin,3
8,6,2021,347,Ugak-5,Ugak,Pacific cod,2
8,6,2021,347,Ugak-5,Ugak,Pacific herring,1
8,6,2021,347,Ugak-5,Ugak,Pacific staghorn sculpin,1
8,6,2021,347,Ugak-5,Ugak,rock greenling,1
8,6,2021,347,Ugak-5,Ugak,saffron cod,26
8,6,2021,347,Ugak-5,Ugak,snake prickleback,4
8,6,2021,347,Ugak-5,Ugak,three spined stickleback,2
8,6,2021,347,Ugak-5,Ugak,whitespotted greenling,6