Date,Station,Site,Bay,Species,Length
7/5/2021,278,AG-1,Agripina,Pacific cod,33
7/5/2021,278,AG-1,Agripina,Pacific cod,43
7/5/2021,278,AG-1,Agripina,Pacific cod,42
7/5/2021,278,AG-1,Agripina,Pacific cod,46
7/5/2021,278,AG-1,Agripina,Pacific cod,50
7/5/2021,278,AG-1,Agripina,Pacific cod,47
7/5/2021,278,AG-1,Agripina,Pacific cod,43
7/5/2021,278,AG-1,Agripina,Pacific cod,45
7/5/2021,278,AG-1,Agripina,Pacific cod,45
7/5/2021,278,AG-1,Agripina,Pacific cod,39
7/5/2021,278,AG-1,Agripina,Pacific cod,44
7/5/2021,278,AG-1,Agripina,Pacific cod,40
7/5/2021,278,AG-1,Agripina,Pacific cod,40
7/5/2021,278,AG-1,Agripina,Pacific cod,49
7/5/2021,278,AG-1,Agripina,Pacific cod,37
7/5/2021,278,AG-1,Agripina,Pacific cod,38
7/5/2021,278,AG-1,Agripina,Pacific cod,42
7/5/2021,278,AG-1,Agripina,Pacific cod,52
7/5/2021,278,AG-1,Agripina,Pacific cod,53
7/5/2021,278,AG-1,Agripina,Pacific cod,39
7/5/2021,278,AG-1,Agripina,Pacific cod,53
7/5/2021,278,AG-1,Agripina,Pacific cod,31
7/5/2021,278,AG-1,Agripina,Pacific cod,37
7/5/2021,278,AG-1,Agripina,Pacific cod,43
7/5/2021,278,AG-1,Agripina,Pacific cod,44
7/5/2021,278,AG-1,Agripina,Pacific cod,42
7/5/2021,278,AG-1,Agripina,Pacific cod,38
7/5/2021,278,AG-1,Agripina,Pacific cod,44
7/5/2021,278,AG-1,Agripina,Pacific cod,38
7/5/2021,278,AG-1,Agripina,Pacific cod,37
7/5/2021,278,AG-1,Agripina,Pacific cod,47
7/5/2021,278,AG-1,Agripina,Pacific cod,42
7/5/2021,278,AG-1,Agripina,Pacific cod,47
7/5/2021,278,AG-1,Agripina,Pacific cod,46
7/5/2021,278,AG-1,Agripina,Pacific cod,45
7/5/2021,278,AG-1,Agripina,Pacific cod,39
7/5/2021,278,AG-1,Agripina,Pacific cod,41
7/5/2021,279,AG-2,Agripina,Pacific cod,49
7/5/2021,279,AG-2,Agripina,Pacific cod,37
7/5/2021,279,AG-2,Agripina,Pacific cod,49
7/5/2021,279,AG-2,Agripina,Pacific cod,52
7/5/2021,279,AG-2,Agripina,Pacific cod,53
7/5/2021,279,AG-2,Agripina,Pacific cod,39
7/5/2021,279,AG-2,Agripina,Pacific cod,45
7/5/2021,279,AG-2,Agripina,Pacific cod,47
7/5/2021,280,AG-3,Agripina,Pacific cod,22
7/5/2021,280,AG-3,Agripina,Pacific cod,41
7/5/2021,280,AG-3,Agripina,Pacific cod,42
7/5/2021,280,AG-3,Agripina,Pacific cod,42
7/5/2021,280,AG-3,Agripina,Pacific cod,39
7/5/2021,280,AG-3,Agripina,Pacific cod,38
7/5/2021,280,AG-3,Agripina,Pacific cod,42
7/5/2021,280,AG-3,Agripina,Pacific cod,39
7/5/2021,280,AG-3,Agripina,Pacific cod,41
7/5/2021,280,AG-3,Agripina,Pacific cod,46
7/5/2021,280,AG-3,Agripina,Pacific cod,47
7/5/2021,280,AG-3,Agripina,Pacific cod,42
7/5/2021,280,AG-3,Agripina,Pacific cod,50
7/5/2021,280,AG-3,Agripina,Pacific cod,41
7/5/2021,280,AG-3,Agripina,Pacific cod,34
7/5/2021,280,AG-3,Agripina,Pacific cod,52
7/5/2021,280,AG-3,Agripina,Pacific cod,36
7/5/2021,280,AG-3,Agripina,Pacific cod,48
7/5/2021,280,AG-3,Agripina,Pacific cod,43
7/5/2021,280,AG-3,Agripina,Pacific cod,42
7/5/2021,280,AG-3,Agripina,Pacific cod,48
7/5/2021,280,AG-3,Agripina,Pacific cod,42
7/5/2021,280,AG-3,Agripina,Pacific cod,56
7/5/2021,280,AG-3,Agripina,Pacific cod,46
7/5/2021,280,AG-3,Agripina,Pacific cod,44
7/5/2021,281,AG-4,Agripina,Pacific cod,37
7/5/2021,281,AG-4,Agripina,Pacific cod,48
7/5/2021,281,AG-4,Agripina,Pacific cod,34
7/5/2021,281,AG-4,Agripina,Pacific cod,35
7/5/2021,281,AG-4,Agripina,Pacific cod,26
7/5/2021,283,AG-6,Agripina,Pacific cod,37
7/5/2021,283,AG-6,Agripina,Pacific cod,39
7/5/2021,283,AG-6,Agripina,Pacific cod,41
7/5/2021,283,AG-6,Agripina,Pacific cod,40
7/5/2021,283,AG-6,Agripina,Pacific cod,41
7/5/2021,283,AG-6,Agripina,Pacific cod,37
7/5/2021,278,AG-1,Agripina,pink salmon,54
7/5/2021,278,AG-1,Agripina,pink salmon,71
7/5/2021,278,AG-1,Agripina,pink salmon,76
7/5/2021,278,AG-1,Agripina,pink salmon,76
7/5/2021,278,AG-1,Agripina,pink salmon,73
7/5/2021,278,AG-1,Agripina,pink salmon,74
7/5/2021,278,AG-1,Agripina,pink salmon,66
7/5/2021,278,AG-1,Agripina,pink salmon,67
7/5/2021,278,AG-1,Agripina,pink salmon,71
7/5/2021,278,AG-1,Agripina,pink salmon,63
7/5/2021,278,AG-1,Agripina,pink salmon,56
7/5/2021,278,AG-1,Agripina,pink salmon,64
7/5/2021,278,AG-1,Agripina,pink salmon,68
7/5/2021,279,AG-2,Agripina,pink salmon,76
7/5/2021,279,AG-2,Agripina,pink salmon,75
7/5/2021,279,AG-2,Agripina,pink salmon,63
7/5/2021,279,AG-2,Agripina,pink salmon,66
7/5/2021,279,AG-2,Agripina,pink salmon,78
7/5/2021,279,AG-2,Agripina,pink salmon,78
7/5/2021,279,AG-2,Agripina,pink salmon,69
7/5/2021,279,AG-2,Agripina,pink salmon,74
7/5/2021,279,AG-2,Agripina,pink salmon,75
7/5/2021,279,AG-2,Agripina,pink salmon,69
7/5/2021,279,AG-2,Agripina,pink salmon,75
7/5/2021,279,AG-2,Agripina,pink salmon,70
7/5/2021,280,AG-3,Agripina,pink salmon,54
7/5/2021,280,AG-3,Agripina,pink salmon,72
7/5/2021,280,AG-3,Agripina,pink salmon,83
7/5/2021,280,AG-3,Agripina,pink salmon,82
7/5/2021,280,AG-3,Agripina,pink salmon,76
7/5/2021,280,AG-3,Agripina,pink salmon,69
7/5/2021,280,AG-3,Agripina,pink salmon,68
7/5/2021,280,AG-3,Agripina,pink salmon,71
7/5/2021,280,AG-3,Agripina,pink salmon,63
7/5/2021,280,AG-3,Agripina,pink salmon,70
7/5/2021,282,AG-5,Agripina,pink salmon,65
7/5/2021,282,AG-5,Agripina,pink salmon,73
7/5/2021,282,AG-5,Agripina,pink salmon,71
7/5/2021,282,AG-5,Agripina,pink salmon,58
7/5/2021,282,AG-5,Agripina,pink salmon,61
7/5/2021,282,AG-5,Agripina,pink salmon,78
7/5/2021,282,AG-5,Agripina,pink salmon,74
7/5/2021,282,AG-5,Agripina,pink salmon,79
7/5/2021,282,AG-5,Agripina,pink salmon,63
7/5/2021,282,AG-5,Agripina,pink salmon,72
7/5/2021,282,AG-5,Agripina,pink salmon,78
7/5/2021,282,AG-5,Agripina,pink salmon,80
7/5/2021,283,AG-6,Agripina,pink salmon,85
7/5/2021,283,AG-6,Agripina,pink salmon,71
7/5/2021,283,AG-6,Agripina,pink salmon,69
7/5/2021,283,AG-6,Agripina,pink salmon,68
7/5/2021,278,AG-1,Agripina,walleye pollock,33
7/5/2021,278,AG-1,Agripina,walleye pollock,35
7/5/2021,278,AG-1,Agripina,walleye pollock,40
7/5/2021,280,AG-3,Agripina,walleye pollock,37
7/5/2021,280,AG-3,Agripina,walleye pollock,43
7/13/2021,300,BB-3,Balboa,dolly varden,350
7/13/2021,300,BB-3,Balboa,dolly varden,380
7/13/2021,300,BB-3,Balboa,dolly varden,315
7/13/2021,300,BB-3,Balboa,dolly varden,360
7/13/2021,300,BB-3,Balboa,dolly varden,340
7/13/2021,299,BB-2,Balboa,Pacific cod,46
7/13/2021,299,BB-2,Balboa,Pacific cod,46
7/13/2021,299,BB-2,Balboa,Pacific cod,50
7/13/2021,299,BB-2,Balboa,Pacific cod,39
7/13/2021,299,BB-2,Balboa,Pacific cod,41
7/13/2021,299,BB-2,Balboa,Pacific cod,40
7/13/2021,299,BB-2,Balboa,Pacific cod,46
7/13/2021,299,BB-2,Balboa,Pacific cod,40
7/13/2021,299,BB-2,Balboa,Pacific cod,37
7/13/2021,299,BB-2,Balboa,Pacific cod,37
7/13/2021,299,BB-2,Balboa,Pacific cod,34
7/13/2021,299,BB-2,Balboa,Pacific cod,44
7/13/2021,299,BB-2,Balboa,Pacific cod,46
7/13/2021,299,BB-2,Balboa,Pacific cod,48
7/13/2021,299,BB-2,Balboa,Pacific cod,36
7/13/2021,299,BB-2,Balboa,Pacific cod,41
7/13/2021,299,BB-2,Balboa,Pacific cod,45
7/13/2021,300,BB-3,Balboa,Pacific cod,41
7/13/2021,300,BB-3,Balboa,Pacific cod,40
7/13/2021,300,BB-3,Balboa,Pacific cod,47
7/13/2021,300,BB-3,Balboa,Pacific cod,46
7/13/2021,300,BB-3,Balboa,Pacific cod,41
7/13/2021,300,BB-3,Balboa,Pacific cod,36
7/13/2021,300,BB-3,Balboa,Pacific cod,37
7/13/2021,300,BB-3,Balboa,Pacific cod,40
7/13/2021,300,BB-3,Balboa,Pacific cod,35
7/13/2021,300,BB-3,Balboa,Pacific cod,35
7/13/2021,300,BB-3,Balboa,Pacific cod,37
7/13/2021,301,BB-4,Balboa,Pacific cod,48
7/13/2021,301,BB-4,Balboa,Pacific cod,41
7/13/2021,301,BB-4,Balboa,Pacific cod,57
7/13/2021,301,BB-4,Balboa,Pacific cod,46
7/13/2021,301,BB-4,Balboa,Pacific cod,36
7/13/2021,301,BB-4,Balboa,Pacific cod,44
7/13/2021,301,BB-4,Balboa,Pacific cod,44
7/13/2021,301,BB-4,Balboa,Pacific cod,39
7/13/2021,301,BB-4,Balboa,Pacific cod,59
7/13/2021,301,BB-4,Balboa,Pacific cod,49
7/13/2021,301,BB-4,Balboa,Pacific cod,37
7/13/2021,301,BB-4,Balboa,Pacific cod,44
7/13/2021,301,BB-4,Balboa,Pacific cod,42
7/13/2021,301,BB-4,Balboa,Pacific cod,47
7/13/2021,301,BB-4,Balboa,Pacific cod,42
7/13/2021,301,BB-4,Balboa,Pacific cod,42
7/13/2021,301,BB-4,Balboa,Pacific cod,38
7/13/2021,301,BB-4,Balboa,Pacific cod,43
7/13/2021,301,BB-4,Balboa,Pacific cod,55
7/13/2021,301,BB-4,Balboa,Pacific cod,51
7/13/2021,301,BB-4,Balboa,Pacific cod,38
7/13/2021,301,BB-4,Balboa,Pacific cod,44
7/13/2021,301,BB-4,Balboa,Pacific cod,43
7/13/2021,301,BB-4,Balboa,Pacific cod,38
7/13/2021,301,BB-4,Balboa,Pacific cod,39
7/13/2021,301,BB-4,Balboa,Pacific cod,48
7/13/2021,301,BB-4,Balboa,Pacific cod,52
7/13/2021,301,BB-4,Balboa,Pacific cod,40
7/13/2021,303,BB-7,Balboa,Pacific cod,41
7/13/2021,303,BB-7,Balboa,Pacific cod,48
7/13/2021,303,BB-7,Balboa,Pacific cod,46
7/13/2021,299,BB-2,Balboa,pink salmon,92
7/13/2021,299,BB-2,Balboa,pink salmon,87
7/13/2021,299,BB-2,Balboa,pink salmon,90
7/13/2021,299,BB-2,Balboa,pink salmon,97
7/13/2021,299,BB-2,Balboa,pink salmon,80
7/13/2021,299,BB-2,Balboa,pink salmon,84
7/13/2021,299,BB-2,Balboa,pink salmon,85
7/13/2021,299,BB-2,Balboa,pink salmon,80
7/13/2021,299,BB-2,Balboa,pink salmon,91
7/13/2021,299,BB-2,Balboa,pink salmon,86
7/13/2021,299,BB-2,Balboa,pink salmon,82
7/13/2021,299,BB-2,Balboa,pink salmon,91
7/13/2021,299,BB-2,Balboa,pink salmon,89
7/13/2021,299,BB-2,Balboa,pink salmon,74
7/13/2021,299,BB-2,Balboa,pink salmon,56
7/13/2021,299,BB-2,Balboa,pink salmon,75
7/13/2021,299,BB-2,Balboa,pink salmon,85
7/13/2021,301,BB-4,Balboa,pink salmon,77
7/13/2021,301,BB-4,Balboa,pink salmon,84
7/13/2021,301,BB-4,Balboa,pink salmon,78
7/13/2021,301,BB-4,Balboa,pink salmon,78
7/13/2021,301,BB-4,Balboa,pink salmon,85
7/13/2021,301,BB-4,Balboa,pink salmon,68
7/13/2021,301,BB-4,Balboa,pink salmon,68
7/13/2021,301,BB-4,Balboa,pink salmon,67
7/13/2021,301,BB-4,Balboa,pink salmon,74
7/13/2021,303,BB-7,Balboa,pink salmon,69
7/13/2021,303,BB-7,Balboa,pink salmon,73
7/13/2021,303,BB-7,Balboa,pink salmon,70
7/13/2021,303,BB-7,Balboa,pink salmon,72
7/15/2020,307,Bar-4,Baralof,chinook salmon,111
7/15/2020,307,Bar-4,Baralof,chinook salmon,115
7/15/2020,307,Bar-4,Baralof,chinook salmon,111
7/15/2020,307,Bar-4,Baralof,chinook salmon,101
7/15/2020,307,Bar-4,Baralof,copper rockfish,82
7/15/2020,305,Bar-2,Baralof,Pacific cod,38
7/15/2020,305,Bar-2,Baralof,Pacific cod,44
7/15/2020,305,Bar-2,Baralof,Pacific cod,48
7/15/2020,305,Bar-2,Baralof,Pacific cod,39
7/15/2020,305,Bar-2,Baralof,Pacific cod,35
7/15/2020,305,Bar-2,Baralof,Pacific cod,38
7/15/2020,307,Bar-4,Baralof,Pacific cod,42
7/15/2020,307,Bar-4,Baralof,Pacific cod,43
7/15/2020,307,Bar-4,Baralof,Pacific cod,36
7/15/2020,307,Bar-4,Baralof,Pacific cod,38
7/15/2020,307,Bar-4,Baralof,Pacific cod,40
7/15/2020,307,Bar-4,Baralof,Pacific cod,37
7/15/2020,307,Bar-4,Baralof,Pacific cod,38
7/15/2020,307,Bar-4,Baralof,Pacific cod,39
7/15/2020,307,Bar-4,Baralof,Pacific cod,44
7/15/2020,307,Bar-4,Baralof,Pacific cod,42
7/15/2020,307,Bar-4,Baralof,Pacific cod,35
7/15/2020,307,Bar-4,Baralof,Pacific cod,34
7/15/2020,307,Bar-4,Baralof,Pacific cod,37
7/15/2020,307,Bar-4,Baralof,Pacific cod,33
7/15/2020,308,Bar-5,Baralof,Pacific cod,43
7/15/2020,308,Bar-5,Baralof,Pacific cod,42
7/15/2020,308,Bar-5,Baralof,Pacific cod,43
7/15/2020,308,Bar-5,Baralof,Pacific cod,53
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,41
7/15/2020,308,Bar-5,Baralof,Pacific cod,41
7/15/2020,308,Bar-5,Baralof,Pacific cod,48
7/15/2020,308,Bar-5,Baralof,Pacific cod,39
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,46
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,39
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,32
7/15/2020,308,Bar-5,Baralof,Pacific cod,35
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,39
7/15/2020,308,Bar-5,Baralof,Pacific cod,40
7/15/2020,308,Bar-5,Baralof,Pacific cod,32
7/15/2020,308,Bar-5,Baralof,Pacific cod,33
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,42
7/15/2020,308,Bar-5,Baralof,Pacific cod,44
7/15/2020,308,Bar-5,Baralof,Pacific cod,33
7/15/2020,308,Bar-5,Baralof,Pacific cod,39
7/15/2020,308,Bar-5,Baralof,Pacific cod,42
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,32
7/15/2020,308,Bar-5,Baralof,Pacific cod,41
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,36
7/15/2020,308,Bar-5,Baralof,Pacific cod,35
7/15/2020,308,Bar-5,Baralof,Pacific cod,46
7/15/2020,308,Bar-5,Baralof,Pacific cod,36
7/15/2020,308,Bar-5,Baralof,Pacific cod,35
7/15/2020,308,Bar-5,Baralof,Pacific cod,44
7/15/2020,308,Bar-5,Baralof,Pacific cod,34
7/15/2020,308,Bar-5,Baralof,Pacific cod,35
7/15/2020,308,Bar-5,Baralof,Pacific cod,33
7/15/2020,308,Bar-5,Baralof,Pacific cod,35
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,33
7/15/2020,308,Bar-5,Baralof,Pacific cod,42
7/15/2020,308,Bar-5,Baralof,Pacific cod,43
7/15/2020,308,Bar-5,Baralof,Pacific cod,43
7/15/2020,308,Bar-5,Baralof,Pacific cod,39
7/15/2020,308,Bar-5,Baralof,Pacific cod,38
7/15/2020,308,Bar-5,Baralof,Pacific cod,39
7/15/2020,308,Bar-5,Baralof,Pacific cod,43
7/15/2020,308,Bar-5,Baralof,Pacific cod,37
7/15/2020,308,Bar-5,Baralof,Pacific cod,32
7/15/2020,308,Bar-5,Baralof,Pacific cod,33
7/15/2020,308,Bar-5,Baralof,Pacific cod,32
7/15/2020,308,Bar-5,Baralof,Pacific cod,43
7/15/2020,308,Bar-5,Baralof,Pacific cod,31
7/15/2020,308,Bar-5,Baralof,Pacific cod,42
7/15/2020,308,Bar-5,Baralof,Pacific cod,42
7/15/2020,308,Bar-5,Baralof,Pacific cod,41
7/15/2020,305,Bar-2,Baralof,Pacific herring,101
7/15/2020,305,Bar-2,Baralof,Pacific herring,109
7/15/2020,305,Bar-2,Baralof,Pacific herring,113
7/15/2020,306,Bar-3,Baralof,Pacific herring,113
7/15/2020,306,Bar-3,Baralof,Pacific herring,105
7/15/2020,306,Bar-3,Baralof,Pacific herring,102
7/15/2020,306,Bar-3,Baralof,Pacific herring,120
7/15/2020,306,Bar-3,Baralof,Pacific herring,114
7/15/2020,306,Bar-3,Baralof,Pacific herring,106
7/15/2020,306,Bar-3,Baralof,Pacific herring,125
7/15/2020,306,Bar-3,Baralof,Pacific herring,109
7/15/2020,306,Bar-3,Baralof,Pacific sandlance,109
7/15/2020,306,Bar-3,Baralof,Pacific sandlance,106
7/15/2020,306,Bar-3,Baralof,Pacific sandlance,109
7/15/2020,305,Bar-2,Baralof,pink salmon,493
7/15/2020,308,Bar-5,Baralof,walleye pollock,37
7/15/2020,308,Bar-5,Baralof,walleye pollock,32
7/24/2021,318,Sanak-2,Caton Harbor,Pacific sandlance,75
7/24/2021,318,Sanak-2,Caton Harbor,Pacific sandlance,76
7/24/2021,318,Sanak-2,Caton Harbor,Pacific sandlance,75
7/24/2021,318,Sanak-2,Caton Harbor,Pacific sandlance,61
7/17/2021,311,Fal-3,Falmouth,capelin,64
7/17/2021,311,Fal-3,Falmouth,capelin,56
7/17/2021,311,Fal-3,Falmouth,capelin,55
7/17/2021,311,Fal-3,Falmouth,capelin,55
7/17/2021,311,Fal-3,Falmouth,capelin,59
7/17/2021,311,Fal-3,Falmouth,capelin,56
7/17/2021,311,Fal-3,Falmouth,capelin,57
7/17/2021,311,Fal-3,Falmouth,capelin,59
7/17/2021,311,Fal-3,Falmouth,capelin,57
